year,grid_id,central_lat,central_lon,total_flood_event,total_damages,primary_admin1,unique_locations,avg_duration,avg_damage_per_flood,event_summary
1994,44_6,44,6,1,365619.0,Provence-Alpes-Cote D'Azur,Camargue,5.0,365619.0,"In 1994: 1 events (1 floods), total damages: 365619.0 ('000 US$)"
1994,10_123,10,123,1,2925.0,Negros Occidental,Negros Island,11.0,2925.0,"In 1994: 1 events (1 floods), total damages: 2925.0 ('000 US$)"
1994,44_134,44,134,1,478961.0,Primor'ye,Lazovskiy,9.0,478961.0,"In 1994: 1 events (1 floods), total damages: 478961.0 ('000 US$)"
1994,29_77,29,77,1,,NCT Of Delhi,New Delhi,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,11_14,11,14,1,,Extreme-Nord,Maroua,5.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,8_100,8,100,1,54843.0,Nakhon Si Thammarat,South,0.0,54843.0,"In 1994: 1 events (1 floods), total damages: 54843.0 ('000 US$)"
1994,-7_112,-7,112,1,33171.0,Jawa Timur,Bojonegoro,3.0,33171.0,"In 1994: 1 events (1 floods), total damages: 33171.0 ('000 US$)"
1994,44_3,44,3,1,173669.0,Occitanie,Herault,0.0,173669.0,"In 1994: 1 events (1 floods), total damages: 173669.0 ('000 US$)"
1994,1_102,1,102,1,,Riau,Riau Province,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,28_90,28,90,1,,Punakha,Punakha,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,3_99,3,99,1,,Sumatera Utara,Simalungun District,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,13_25,13,25,1,,North Darfur,El Fasher,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,44_7,44,7,1,,Provence-Alpes-Cote D'Azur,Nice,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,31_75,31,75,1,319917.0,Punjab, Punjab,,319917.0,"In 1994: 1 events (1 floods), total damages: 319917.0 ('000 US$)"
1994,51_5,51,5,1,,Wallonie,Jodoigne,,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,20_-77,20,-77,1,,Granma,Granma,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,35_27,35,27,1,800158.0,Aegean,Kasos Island,3.0,800158.0,"In 1994: 1 events (1 floods), total damages: 800158.0 ('000 US$)"
1994,48_107,48,107,1,,Ulaanbaatar,Ulan Bator,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,27_32,27,32,1,255934.0,Asyut,Asyut,6.0,255934.0,"In 1994: 1 events (1 floods), total damages: 255934.0 ('000 US$)"
1994,7_80,7,80,1,,Colombo,Colombo,,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,13_103,13,103,1,,Batdambang,Battambang,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,28_-6,28,-6,1,,Tindouf,Tindouf Area,,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,28_61,28,61,1,,Sistan And Baluchestan,Sistan,2.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,10_39,10,39,1,6398.0,Amhara,North Shoa,3.0,6398.0,"In 1994: 1 events (1 floods), total damages: 6398.0 ('000 US$)"
1994,-7_108,-7,108,1,3473.0,Jawa Barat,City  Bandung,10.0,3473.0,"In 1994: 1 events (1 floods), total damages: 3473.0 ('000 US$)"
1994,54_57,54,57,2,34734.0,Bashkortostan,"Bashkiria, Bashkortosan",1.5,17367.0,"In 1994: 2 events (2 floods), total damages: 34734.0 ('000 US$)"
1994,33_52,33,52,1,259590.0,Esfahan,Isfahan,14.0,259590.0,"In 1994: 1 events (1 floods), total damages: 259590.0 ('000 US$)"
1994,14_101,14,101,1,,Nakhon Nayok,Wang-Takrai,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,7_82,7,82,1,,Ampara, Ampara,,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,-40_175,-40,175,1,,Manawatu-Wanganui,Wanganui,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,41_1,41,1,1,,Cataluna,Porrera,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1994,29_72,29,72,1,168185.0,Punjab,Bahawalpur,67.0,168185.0,"In 1994: 1 events (1 floods), total damages: 168185.0 ('000 US$)"
1994,-34_19,-34,19,1,,Western Cape,Cape Town,0.0,,"In 1994: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,11_105,11,105,1,152926.0,An Giang,An Giang,28.0,152926.0,"In 1995: 1 events (1 floods), total damages: 152926.0 ('000 US$)"
1995,16_122,16,122,1,889.0,Aurora,Aurora,0.0,889.0,"In 1995: 1 events (1 floods), total damages: 889.0 ('000 US$)"
1995,36_-79,36,-79,1,,North Carolina,Blue Ridge Mountain Canyon,,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,42_20,42,20,1,,Shkoder,Malesi,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,25_16,25,16,1,75040.0,Murzuq,Khums,,75040.0,"In 1995: 1 events (1 floods), total damages: 75040.0 ('000 US$)"
1995,15_121,15,121,1,,Pampanga,Pampanga Province,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,10_1,10,1,1,,Kara, Doufelgou,,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,25_89,25,89,2,666829.0,Rajshahi,Bogra,12.0,333414.5,"In 1995: 2 events (2 floods), total damages: 666829.0 ('000 US$)"
1995,15_-92,15,-92,1,,San Marcos,El Quetzal,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,16_100,16,100,1,249839.0,Nakhon Sawan,Nakhon Sawan,100.0,249839.0,"In 1995: 1 events (1 floods), total damages: 249839.0 ('000 US$)"
1995,10_123,10,123,1,,Negros Occidental,Negros Occidental,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,41_49,41,49,1,7113.0,Quba-Khachmaz,Siazan,0.0,7113.0,"In 1995: 1 events (1 floods), total damages: 7113.0 ('000 US$)"
1995,40_-89,40,-89,1,17782.0,Illinois,Illinois,22.0,17782.0,"In 1995: 1 events (1 floods), total damages: 17782.0 ('000 US$)"
1995,34_-5,34,-5,1,,Taza-Al Hoceima-Taounate,Taounate,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,41_127,41,127,1,26673163.0,Chagang-Do,Chagang-Do,38.0,26673163.0,"In 1995: 1 events (1 floods), total damages: 26673163.0 ('000 US$)"
1995,41_20,41,20,1,,Tirane,Rrogozhina,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,39_42,39,42,1,41788.0,Bitlis,Bitlis,0.0,41788.0,"In 1995: 1 events (1 floods), total damages: 41788.0 ('000 US$)"
1995,37_137,37,137,1,132121.0,Toyama, Toyama and neighbouring Nagano Prefecture ,,132121.0,"In 1995: 1 events (1 floods), total damages: 132121.0 ('000 US$)"
1995,47_13,47,13,1,356.0,Salzburg,Salzbourgp,0.0,356.0,"In 1995: 1 events (1 floods), total damages: 356.0 ('000 US$)"
1995,38_49,38,49,2,21694.0,Lankaran,Astara,5.0,10847.0,"In 1995: 2 events (2 floods), total damages: 21694.0 ('000 US$)"
1995,50_37,50,37,1,,Kharkiv,Kharkov,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,27_55,27,55,1,10491.0,Hormozgan, Bandar Langeh,,10491.0,"In 1995: 1 events (1 floods), total damages: 10491.0 ('000 US$)"
1995,2_45,2,45,1,,Banaadir,Mogadishu,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,30_-8,30,-8,1,,Guelmim-Es-Semara,Tata region,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,30_-90,30,-90,1,5334633.0,Louisiana,New orleans,6.0,5334633.0,"In 1995: 1 events (1 floods), total damages: 5334633.0 ('000 US$)"
1995,7_1,7,1,1,,Plateaux,Nyekonakpoe,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,13_-88,13,-88,1,,Usulutan,Usulutan Province,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,16_80,16,80,1,3556.0,Andhra Pradesh,Andhra Pradesh,0.0,3556.0,"In 1995: 1 events (1 floods), total damages: 3556.0 ('000 US$)"
1995,37_70,37,70,2,,Takhar,"Takhar Province, Takhar province",0.0,,"In 1995: 2 events (2 floods), total damages: N/A ('000 US$)"
1995,7_124,7,124,1,1245281.0,Sultan Kudarat, Sultan Kudarat ,11.0,1245281.0,"In 1995: 1 events (1 floods), total damages: 1245281.0 ('000 US$)"
1995,31_-8,31,-8,1,16004.0,Marrakech-Tensift-Al Haouz,Sti Fadma,1.0,16004.0,"In 1995: 1 events (1 floods), total damages: 16004.0 ('000 US$)"
1995,14_124,14,124,1,253.0,Catanduanes,Catanduanes,0.0,253.0,"In 1995: 1 events (1 floods), total damages: 253.0 ('000 US$)"
1995,7_125,7,125,1,,Davao Del Sur,Davao City,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,-41_-72,-41,-72,1,,Los Lagos,Puerto Varas,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,-4_-39,-4,-39,1,,Ceara,Near Fortaleza,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,-4_102,-4,102,1,,Bengkulu,Bengkulu,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,7_2,7,2,1,5512.0,Atlantique, Atlantic,,5512.0,"In 1995: 1 events (1 floods), total damages: 5512.0 ('000 US$)"
1995,36_60,36,60,1,160039.0,Razavi Khorasan,Mashhad,0.0,160039.0,"In 1995: 1 events (1 floods), total damages: 160039.0 ('000 US$)"
1995,22_90,22,90,1,533.0,Barisal,Barisal,7.0,533.0,"In 1995: 1 events (1 floods), total damages: 533.0 ('000 US$)"
1995,31_73,31,73,1,,Punjab,Faisalabad,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,2_100,2,100,1,,Sumatera Utara,Labuhan,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,1_102,1,102,1,,Riau,Riau,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,-23_26,-23,26,1,,Central,Mahalapye,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,37_31,37,31,1,88911.0,Antalya,Antalaya,4.0,88911.0,"In 1995: 1 events (1 floods), total damages: 88911.0 ('000 US$)"
1995,5_45,5,45,1,889.0,Somali,Ferfer,17.0,889.0,"In 1995: 1 events (1 floods), total damages: 889.0 ('000 US$)"
1995,27_87,27,87,1,2134.0,East,Khotang,36.0,2134.0,"In 1995: 1 events (1 floods), total damages: 2134.0 ('000 US$)"
1995,-25_-58,-25,-58,2,,Asuncion,"Asuncion, Pilcomayo",0.0,,"In 1995: 2 events (2 floods), total damages: N/A ('000 US$)"
1995,5_97,5,97,1,88911.0,Aceh,North Aceh,5.0,88911.0,"In 1995: 1 events (1 floods), total damages: 88911.0 ('000 US$)"
1995,60_11,60,11,1,533463.0,Akershus,Lillestroem,13.0,533463.0,"In 1995: 1 events (1 floods), total damages: 533463.0 ('000 US$)"
1995,-28_-48,-28,-48,1,5335.0,Santa Catarina,Florianopolis,0.0,5335.0,"In 1995: 1 events (1 floods), total damages: 5335.0 ('000 US$)"
1995,6_16,6,16,1,,Ouham-Pende,Bozoum,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,55_-115,55,-115,1,130343.0,Alberta,Alberta,0.0,130343.0,"In 1995: 1 events (1 floods), total damages: 130343.0 ('000 US$)"
1995,28_66,28,66,1,,Baluchistan,Baluchistan,22.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,64_-152,64,-152,1,17782.0,Alaska,Alaska,28.0,17782.0,"In 1995: 1 events (1 floods), total damages: 17782.0 ('000 US$)"
1995,28_88,28,88,1,448.0,Sikkim,Sikkim state,3.0,448.0,"In 1995: 1 events (1 floods), total damages: 448.0 ('000 US$)"
1995,6_0,6,0,1,22228.0,Greater Accra,Accra,2.0,22228.0,"In 1995: 1 events (1 floods), total damages: 22228.0 ('000 US$)"
1995,-30_30,-30,30,1,17782.0,KwaZulu-Natal,Pietermaritzburg,8.0,17782.0,"In 1995: 1 events (1 floods), total damages: 17782.0 ('000 US$)"
1995,-31_-64,-31,-64,1,,Tucuman,Posadas,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,-21_-59,-21,-59,1,,Alto Paraguay, Upper-Paraguay,,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,22_-80,22,-80,1,,Villa Clara,Santa Clara,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,28_31,28,31,1,,Al Minya,Al Minya,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,46_23,46,23,1,6046.0,Alba,Alba,10.0,6046.0,"In 1995: 1 events (1 floods), total damages: 6046.0 ('000 US$)"
1995,24_95,24,95,1,,Sagaing,Sagaing division,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,15_106,15,106,1,,Champasak, Champassak,,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,44_126,44,126,2,,Jilin,"Jilin, Liaoning & Jilin",0.0,,"In 1995: 2 events (2 floods), total damages: N/A ('000 US$)"
1995,32_71,32,71,1,,N.W.F.P.,Dera Ismail Khan,7.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,26_86,26,86,1,458778.0,Bihar,Bihar,19.0,458778.0,"In 1995: 1 events (1 floods), total damages: 458778.0 ('000 US$)"
1995,-12_34,-12,34,1,,Nkhata Bay, Nkhata Bay ,,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,44_-121,44,-121,1,177821.0,Oregon,Oregon,12.0,177821.0,"In 1995: 1 events (1 floods), total damages: 177821.0 ('000 US$)"
1995,44_-100,44,-100,1,,South Dakota,South Dakota,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,7_80,7,80,1,711.0,Colombo,Western,4.0,711.0,"In 1995: 1 events (1 floods), total damages: 711.0 ('000 US$)"
1995,8_-80,8,-80,1,12447.0,Los Santos,Los Santos,10.0,12447.0,"In 1995: 1 events (1 floods), total damages: 12447.0 ('000 US$)"
1995,32_51,32,51,1,,Chahar Mahall And Bakhtiari,Chahar Mahal va Bakhtiari,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,-8_33,-8,33,1,,Mbeya,Mbeya,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,-16_35,-16,35,1,,Chikwawa,Chikwawa district,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,-18_-45,-18,-45,1,,Minas Gerais,Minas Gerais,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,-7_39,-7,39,1,,Dar Es Salaam,Dar Es Salaam,0.0,,"In 1995: 1 events (1 floods), total damages: N/A ('000 US$)"
1995,15_-88,15,-88,1,7113.0,Yoro,El Progreso,3.0,7113.0,"In 1995: 1 events (1 floods), total damages: 7113.0 ('000 US$)"
1995,-6_106,-6,106,1,711.0,Banten,Banten,14.0,711.0,"In 1995: 1 events (1 floods), total damages: 711.0 ('000 US$)"
1995,43_41,43,41,1,3912.0,Abkhazia,Abkhazia region,10.0,3912.0,"In 1995: 1 events (1 floods), total damages: 3912.0 ('000 US$)"
1995,32_117,32,117,1,11949577.0,Anhui,Anhui,92.0,11949577.0,"In 1995: 1 events (1 floods), total damages: 11949577.0 ('000 US$)"
1996,8_34,8,34,2,,Gambela Peoples,"Gambella Region, Gambella region",6.5,,"In 1996: 2 events (2 floods), total damages: N/A ('000 US$)"
1996,15_43,15,43,1,17276.0,Al Hudaydah,Hudayda,4.0,17276.0,"In 1996: 1 events (1 floods), total damages: 17276.0 ('000 US$)"
1996,6_-58,6,-58,1,,Mahaica-Berbice, Abary,,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,20_-72,20,-72,2,,Nord," NorthWest, Le Borgne",2.0,,"In 1996: 2 events (2 floods), total damages: N/A ('000 US$)"
1996,8_-13,8,-13,1,,Western,Freetown,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,28_95,28,95,1,146844.0,Arunachal Pradesh,Arunachal Pradesh,14.0,146844.0,"In 1996: 1 events (1 floods), total damages: 146844.0 ('000 US$)"
1996,40_-80,40,-80,1,34551.0,Pennsylvania,Western Pennsylvania,3.0,34551.0,"In 1996: 1 events (1 floods), total damages: 34551.0 ('000 US$)"
1996,39_69,39,69,1,,Dushanbe,Dushanbe,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,53_-72,53,-72,1,1260437.0,Quebec,Saguenay-Lac,3.0,1260437.0,"In 1996: 1 events (1 floods), total damages: 1260437.0 ('000 US$)"
1996,37_-6,37,-6,1,996118.0,Andalucia,Cadiz,2.0,996118.0,"In 1996: 1 events (1 floods), total damages: 996118.0 ('000 US$)"
1996,26_86,26,86,1,1693.0,Bihar,Darbhanga,24.0,1693.0,"In 1996: 1 events (1 floods), total damages: 1693.0 ('000 US$)"
1996,44_10,44,10,1,8638.0,Toscana,Carrara,4.0,8638.0,"In 1996: 1 events (1 floods), total damages: 8638.0 ('000 US$)"
1996,35_49,35,49,1,13700.0,Hamadan,Hamadan,4.0,13700.0,"In 1996: 1 events (1 floods), total damages: 13700.0 ('000 US$)"
1996,-32_147,-32,147,1,226312.0,New South Wales,Coffs Harbour,0.0,226312.0,"In 1996: 1 events (1 floods), total damages: 226312.0 ('000 US$)"
1996,52_28,52,28,1,,Homyel', Zitkovichy,,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,23_33,23,33,1,,Aswan,Aswan,5.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,8_-76,8,-76,1,,Cordoba,Cordoba,,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,5_-4,5,-4,1,,Abidjan,Abidjan,,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,57_106,57,106,1,273647.0,Kaliningrad,Irkoutsk region,4.0,273647.0,"In 1996: 1 events (1 floods), total damages: 273647.0 ('000 US$)"
1996,15_108,15,108,1,23149.0,Kon Tum,Kon Tum,5.0,23149.0,"In 1996: 1 events (1 floods), total damages: 23149.0 ('000 US$)"
1996,28_111,28,111,1,,Hunan, Yanxi,,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,55_137,55,137,1,241860.0,Khabarovsk,Southern Khavarovsk,24.0,241860.0,"In 1996: 1 events (1 floods), total damages: 241860.0 ('000 US$)"
1996,3_-67,3,-67,1,,Amazonas, Maroa,,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,27_81,27,81,1,,Uttar Pradesh,Uttar Pradesh,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,37_127,37,127,1,207309.0,Gyeonggi-Do,Kyonggi Province,3.0,207309.0,"In 1996: 1 events (1 floods), total damages: 207309.0 ('000 US$)"
1996,39_117,39,117,1,10908754.0,Tianjin, Tianijn,,10908754.0,"In 1996: 1 events (1 floods), total damages: 10908754.0 ('000 US$)"
1996,38_47,38,47,1,15548.0,East Azarbaijan,Bostanabad,7.0,15548.0,"In 1996: 1 events (1 floods), total damages: 15548.0 ('000 US$)"
1996,-32_26,-32,26,1,11851.0,Eastern Cape,Eastern Cape,10.0,11851.0,"In 1996: 1 events (1 floods), total damages: 11851.0 ('000 US$)"
1996,-29_31,-29,31,1,,KwaZulu-Natal,Kwazulu-Natal province,2.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,13_80,13,80,1,156173.0,Tamil Nadu,Tamil Nadu,4.0,156173.0,"In 1996: 1 events (1 floods), total damages: 156173.0 ('000 US$)"
1996,11_105,11,105,1,238405.0,An Giang,An Giang,43.0,238405.0,"In 1996: 1 events (1 floods), total damages: 238405.0 ('000 US$)"
1996,12_105,12,105,1,2591.0,Kampong Cham,Kampong Cham,34.0,2591.0,"In 1996: 1 events (1 floods), total damages: 2591.0 ('000 US$)"
1996,20_-75,20,-75,1,,Guantanamo,Guantanamo,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,3_113,3,113,1,,Sarawak,Long Lama,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,-23_-46,-23,-46,1,,Sao Paulo,Sao Jose dos Campos,3.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,44_-115,44,-115,2,3455144.0,Idaho,Idaho,6.5,1727572.0,"In 1996: 2 events (2 floods), total damages: 3455144.0 ('000 US$)"
1996,18_104,18,104,1,,Bolikhamxai,Borikhamsay,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,35_-5,35,-5,1,95016.0,Tanger-Tetouan,Chefchaoun,11.0,95016.0,"In 1996: 1 events (1 floods), total damages: 95016.0 ('000 US$)"
1996,37_8,37,8,1,,El Tarf,El Tarf Region,7.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,44_8,44,8,1,,Piemonte,Cuneo Town,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,31_74,31,74,1,,Punjab,Lahore,14.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,16_-87,16,-87,1,53555.0,Atlantida,Atlantida,0.0,53555.0,"In 1996: 1 events (1 floods), total damages: 53555.0 ('000 US$)"
1996,49_39,49,39,1,,Luhans'k,Luhanska,7.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,14_46,14,46,1,2073086.0,Abyan,Abyan,12.0,2073086.0,"In 1996: 1 events (1 floods), total damages: 2073086.0 ('000 US$)"
1996,19_-71,19,-71,1,,Santiago,Santiago City,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,32_117,32,117,1,21767408.0,Anhui,Anhui,26.0,21767408.0,"In 1996: 1 events (1 floods), total damages: 21767408.0 ('000 US$)"
1996,48_20,48,20,1,,Heves,Gyongyosoroszi,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,48_107,48,107,1,,Ulaanbaatar,Ulan Bator,2.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,7_19,7,19,1,,Nana-Grebizi, Kaga Bandoro,,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,-4_103,-4,103,1,743.0,Sumatera Selatan,Lahat Regency,4.0,743.0,"In 1996: 1 events (1 floods), total damages: 743.0 ('000 US$)"
1996,13_-14,13,-14,1,,Upper River,Basse town,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,7_2,7,2,1,,Zou,Ouinhi,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,-6_107,-6,107,2,970377.0,Jakarta Raya,Jakarta,4.0,485188.5,"In 1996: 2 events (2 floods), total damages: 970377.0 ('000 US$)"
1996,36_52,36,52,1,34551.0,Mazandaran,Mazandaran province,4.0,34551.0,"In 1996: 1 events (1 floods), total damages: 34551.0 ('000 US$)"
1996,41_-8,41,-8,2,1018576.0,Aveiro,North,1.0,509288.0,"In 1996: 2 events (2 floods), total damages: 1018576.0 ('000 US$)"
1996,7_32,7,32,1,,Jungoli,Bor,4.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,38_126,38,126,1,3800659.0,Hwanghae-Bukto,Rinsan,5.0,3800659.0,"In 1996: 1 events (1 floods), total damages: 3800659.0 ('000 US$)"
1996,10_-84,10,-84,1,431893.0,Cartago,Cartago,7.0,431893.0,"In 1996: 1 events (1 floods), total damages: 431893.0 ('000 US$)"
1996,11_24,11,24,1,,South Darfur,South Darfur,4.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,26_93,26,93,1,30405.0,Assam,Assam,7.0,30405.0,"In 1996: 1 events (1 floods), total damages: 30405.0 ('000 US$)"
1996,25_89,25,89,2,17276.0,Rajshahi,"Bogra, Rajshai",13.0,8638.0,"In 1996: 2 events (2 floods), total damages: 17276.0 ('000 US$)"
1996,44_3,44,3,1,10365.0,Occitanie,Beziers,3.0,10365.0,"In 1996: 1 events (1 floods), total damages: 10365.0 ('000 US$)"
1996,-34_151,-34,151,1,354671.0,New South Wales,Northern New South Wales,7.0,354671.0,"In 1996: 1 events (1 floods), total damages: 354671.0 ('000 US$)"
1996,-7_110,-7,110,1,,Jawa Tengah,Jawa Tengah,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,50_18,50,18,1,62193.0,Moravskoslezsky,Bruntal,4.0,62193.0,"In 1996: 1 events (1 floods), total damages: 62193.0 ('000 US$)"
1996,37_71,37,71,1,,Badakhshan,Badakhstan,14.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
1996,44_7,44,7,1,,Provence-Alpes-Cote D'Azur,Grasse,0.0,,"In 1996: 1 events (1 floods), total damages: N/A ('000 US$)"
