grid_id,lat,lon,total_event_count,earliest_event_year,latest_event_year,total_damages,primary_admin1,unique_locations,avg_duration,avg_damage_per_flood,total_deaths,total_affected,reconstruction_costs,predominant_subtype,ofda_response_count,predominant_river_basin,flood_recurrence_interval,event_summary,severity_score
13_109,13,109,2,2003,2008,47136.0,Phu Yen,Phu Yen,9.0,23568.0,61.0,241774.0,,Coastal flood,0,"Kon, Lai Giang and La Tinh",2.5,"2 events (2 floods) from 2003 to 2008, total damages: 47136.0 ('000 US$)",0.011913707611303484
13_121,13,121,4,2005,2010,39394.0,Oriental Mindoro,"Baco, Naujan",14.0,9848.5,68.0,1095974.0,,Riverine flood,0,Bocayao Magasawang Tubig,1.25,"4 events (4 floods) from 2005 to 2010, total damages: 39394.0 ('000 US$)",0.03419198911892323
13_123,13,123,1,2007,2007,,Camarines Sur,Baao,5.0,,20.0,0.0,,Riverine flood,0,Nagar,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",0.0003311916274756574
13_25,13,25,1,1994,1994,,North Darfur,El Fasher,0.0,,8.0,5965.0,,,0,,0.0,"1 events (1 floods) from 1994 to 1994, total damages: 0.0 ('000 US$)",0.00013247665099026297
13_34,13,34,2,2006,2018,4301.0,Sennar," Sennar, Sennar state",5.0,2150.5,521.0,64762.0,,Flash flood,0,"Dechatu, Dire Dawa",6.0,"2 events (2 floods) from 2006 to 2018, total damages: 4301.0 ('000 US$)",0.016874579900639796
13_4,13,4,2,2000,2014,2289.0,Dosso," Dosso, Dosso",,1144.5,38.0,169737.0,,Riverine flood,0,,7.0,"2 events (2 floods) from 2000 to 2014, total damages: 2289.0 ('000 US$)",0.0115368803418933
13_44,13,44,2,1973,2017,,Ta'izz,"Taiz province, Ta‘z",0.5,,110.0,2870.0,,,0,,22.0,"2 events (2 floods) from 1973 to 2017, total damages: 0.0 ('000 US$)",0.018488220617782783
13_5,13,5,1,2000,2000,,Sokoto,Sokoto,,,0.0,250.0,,,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0
13_7,13,7,1,2018,2018,,Katsina,Jibia district,3.0,,101.0,15872.0,,,0,,0.0,"1 events (1 floods) from 2018 to 2018, total damages: 0.0 ('000 US$)",0.00167251771875207
13_75,13,75,1,2018,2018,2698.0,Karnataka, Mangaluru,2.0,2698.0,12.0,4945.0,,,0,,0.0,"1 events (1 floods) from 2018 to 2018, total damages: 2698.0 ('000 US$)",0.0001398574470906592
13_78,13,78,2,2003,2005,,Karnataka,"Bangalore, Natkharana",34.5,,175.0,2014500.0,,Riverine flood,0,"Cauvery, Coleroon, Palar, Pennar, Papaghni, Nagavali, Vamsadhara, Bhavani",1.0,"2 events (2 floods) from 2003 to 2005, total damages: 0.0 ('000 US$)",0.019564593407078668
13_80,13,80,13,1960,2017,319277.0,Tamil Nadu,"Chenai , Chennai, Kotturpuram, Madras City, Tami Nadu state, Tamil Nadu",5.3076923076923075,24559.76923076923,1203.0,2453718.0,,Riverine flood,2,Bennihalla,4.384615384615385,"13 events (13 floods) from 1960 to 2017, total damages: 319277.0 ('000 US$)",0.14748915715417357
13_99,13,99,1,2002,2002,,Tanintharyi,Tak province,,,21.0,50000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2002 to 2002, total damages: 0.0 ('000 US$)",0.0003477512088494403
14_-10,14,-10,2,1998,2005,,Kayes," Kayes, Kayes",6.0,,0.0,6385.0,,,0,,3.5,"2 events (2 floods) from 1998 to 2005, total damages: 0.0 ('000 US$)",0.016666666666666666
14_-12,14,-12,1,1983,1983,3825.0,Tambacounda,Matam-Bakel,0.0,3825.0,0.0,5000.0,,,1,,0.0,"1 events (1 floods) from 1983 to 1983, total damages: 3825.0 ('000 US$)",1.0469603083369367e-05
14_-15,14,-15,2,1999,2003,,Kaffrine,"Central River , Kaffrine",70.0,,53.0,44120.0,,Flash flood,1,"Volta Noire, Oti, White Volta",2.0,"2 events (2 floods) from 1999 to 2003, total damages: 0.0 ('000 US$)",0.01754432447947716
14_-16,14,-16,1,1993,1993,,Kaolack,Kaolack region,,,0.0,5000.0,,,0,,0.0,"1 events (1 floods) from 1993 to 1993, total damages: 0.0 ('000 US$)",0.0
14_-4,14,-4,1,2007,2007,,Mopti,Bandiagara,98.0,,9.0,47255.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",0.00014903623236404582
14_-61,14,-61,2,2010,2013,119.0,Anse-la-Raye,"Anse-La Raye, Dennery quarter",1.0,59.5,0.0,2000.0,,Flash flood,0,,1.5,"2 events (2 floods) from 2010 to 2013, total damages: 119.0 ('000 US$)",0.011111423554763336
14_-84,14,-84,3,1968,2013,11685.0,Atlantico Norte,"El Salto, North Atlantic Autonomous, RAAN",30.0,3895.0,93.0,86709.0,,Riverine flood,1,,15.0,"3 events (3 floods) from 1968 to 2013, total damages: 11685.0 ('000 US$)",0.02328092803808099
14_-87,14,-87,5,2005,2017,,Francisco Morazan," Tegucigalpa , Talanga city, Tegucigalpa, Tegucigalpa area",1.5,,16.0,3055.0,,Riverine flood,0,,2.4,"5 events (5 floods) from 2005 to 2017, total damages: 0.0 ('000 US$)",0.06693161996864719
14_-88,14,-88,2,2008,2018,,La Union," San Felipe, San Miguel departments",7.0,,7.0,217190.0,,Riverine flood,0,"Naranjo, División Saveegre, Tempisque, Abangares Rivers",5.0,"2 events (2 floods) from 2008 to 2018, total damages: 0.0 ('000 US$)",0.016782583736283146
14_-89,14,-89,6,1999,2018,1556420.0,San Salvador," Ocotepeque,  San Vicente, Cabanas, San Salvador, San Vincente",25.166666666666668,259403.33333333334,146.0,631064.0,,Riverine flood,0,Acelhuate,3.1666666666666665,"6 events (6 floods) from 1999 to 2018, total damages: 1556420.0 ('000 US$)",0.061433073993302445
14_-90,14,-90,5,1982,2018,786233.0,Ahuachapan,"Ahuachapan, Jutiapa department, San Salvador area Apaneca, Santa Rosa",3.8,157246.6,520.0,200315.0,,Riverine flood,1,"Naranjo, División Saveegre, Tempisque, Abangares Rivers",7.2,"5 events (5 floods) from 1982 to 2018, total damages: 786233.0 ('000 US$)",0.05233994096807957
14_-91,14,-91,4,1994,2017,104550.0,Escuintla,"Escuintla, Escuintla department, Suchitepequez province, Tiquisate",4.5,26137.5,32.0,24045.0,,Riverine flood,1,,5.75,"4 events (4 floods) from 1994 to 2017, total damages: 104550.0 ('000 US$)",0.033973134416868674
14_-92,14,-92,1,2017,2017,,Suchitepequez, Campo Borrayo municipaliaties,0.0,,0.0,10080.0,,,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.0
14_0,14,0,2,1984,2006,,Sahel,"Gorom-Gorom , Gorom-Gorom area",69.0,,0.0,17110.0,,Flash flood,0,,11.0,"2 events (2 floods) from 1984 to 2006, total damages: 0.0 ('000 US$)",0.016666666666666666
14_100,14,100,1,1985,1985,9069.0,Ratchaburi,Damnoen Saduak,0.0,9069.0,18.0,7640.0,,,0,,0.0,"1 events (1 floods) from 1985 to 1985, total damages: 9069.0 ('000 US$)",0.0002235569875711693
14_101,14,101,6,1983,2017,1191836.0,Bangkok Metropolis," Ayutthaya , Ayuttaha, Bangkok, Central plains provinces- Bangkok, Wang-Takrai",9.2,198639.33333333334,104.0,2633860.0,,Coastal flood,1,"Yom, Nan, Chao Phraya, Tha Chin, Chi and Mun rivers",5.666666666666667,"6 events (6 floods) from 1983 to 2017, total damages: 1191836.0 ('000 US$)",0.05997017802621162
14_103,14,103,3,2000,2013,833510.0,Banteay Meanchey,"Banteay Mean Chey, Banteay Meanchey, Banthey Mean Chey",50.0,277836.6666666667,576.0,6418053.0,,Riverine flood,1,Mekong river,4.333333333333333,"3 events (3 floods) from 2000 to 2013, total damages: 833510.0 ('000 US$)",0.030865516788603997
14_105,14,105,1,2007,2007,1307.0,Preah Vihear,Preah Vihear,14.0,1307.0,2.0,19000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 1307.0 ('000 US$)",2.5647877228188744e-05
14_106,14,106,1,2018,2018,,Stang Treng,Siem Pang District,0.0,,136.0,13100.0,,,1,,0.0,"1 events (1 floods) from 2018 to 2018, total damages: 0.0 ('000 US$)",0.0022521030668344703
14_108,14,108,2,2005,2013,100399.0,Gia Lai,Gia Lai,7.0,50199.5,114.0,2163801.0,,Flash flood,0,Ba river,4.0,"2 events (2 floods) from 2005 to 2013, total damages: 100399.0 ('000 US$)",0.012644792523778238
14_121,14,121,1,2013,2013,2547352.0,Cavite,Bacoor,8.0,2547352.0,31.0,3096422.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 2547352.0 ('000 US$)",0.007323831349860545
14_122,14,122,3,1972,1981,1523406.0,Quezon," NorthLuzon, Central Luzon, Lucena",0.0,507802.0,747.0,3978147.0,,,2,,3.0,"3 events (3 floods) from 1972 to 1981, total damages: 1523406.0 ('000 US$)",0.03464413034500692
14_123,14,123,3,1989,2011,13115.0,Camarines Sur,"Bicol Region, Camatines Sur, Sooc",1.3333333333333333,4371.666666666667,94.0,262071.0,,Coastal flood,1,,7.333333333333333,"3 events (3 floods) from 1989 to 2011, total damages: 13115.0 ('000 US$)",0.023295887008318625
14_124,14,124,2,1995,2009,8278.0,Catanduanes,"Bagamanoc, Catanduanes",6.5,4139.0,50.0,555491.0,,Riverine flood,0,,7.0,"2 events (2 floods) from 1995 to 2009, total damages: 8278.0 ('000 US$)",0.011685771247560605
14_19,14,19,2,1999,2010,219.0,Batha,Batha,22.0,109.5,16.0,306868.0,,Flash flood,2,Batha and Bhar Azoum,5.5,"2 events (2 floods) from 1999 to 2010, total damages: 219.0 ('000 US$)",0.011288333162796165
14_2,14,2,5,1988,2017,23372.0,Tillabery," Niamey,  Tillabery, Karadje, Tillaberi, Tillabery",17.5,4674.4,110.0,170387.0,,Riverine flood,2,,5.8,"5 events (5 floods) from 1988 to 2017, total damages: 23372.0 ('000 US$)",0.04572285647169351
14_33,14,33,1,2017,2017,,Al Jazirah,Um El Gura,45.0,,25.0,55647.0,,Riverine flood,0,Blue Nile,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.00041398953434457176
14_35,14,35,6,1998,2014,77695.0,Al Qadarif,"Gadaref, Gedaref, Gedarif",36.0,12949.166666666666,259.0,2014834.0,,Riverine flood,3,Atbara,2.6666666666666665,"6 events (6 floods) from 1998 to 2014, total damages: 77695.0 ('000 US$)",0.05862777088102043
14_37,14,37,1,2001,2001,,Tigray,Himora town,,,0.0,2500.0,,,0,,0.0,"1 events (1 floods) from 2001 to 2001, total damages: 0.0 ('000 US$)",0.0
14_38,14,38,2,1999,2006,,Tigray,"Sud Tigré , Tigray region",0.0,,5.0,950.0,,Riverine flood,0,Tekze,3.5,"2 events (2 floods) from 1999 to 2006, total damages: 0.0 ('000 US$)",0.016749464573535582
14_46,14,46,5,1981,2013,4861359.0,Abyan,Abyan,4.5,972271.8,891.0,661802.0,,Riverine flood,2,,6.4,"5 events (5 floods) from 1981 to 2013, total damages: 4861359.0 ('000 US$)",0.06760451296051073
14_5,14,5,1,2011,2011,,Tahoua,Bkonni,16.0,,9.0,28175.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2011 to 2011, total damages: 0.0 ('000 US$)",0.00014903623236404582
14_7,14,7,1,2010,2010,,Maradi,Maradi region ,4.0,,2.0,6615.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 0.0 ('000 US$)",3.311916274756574e-05
14_78,14,78,3,2007,2009,2715545.0,Andhra Pradesh,"Ananatapur, Anantapur",16.666666666666668,905181.6666666666,576.0,4320000.0,,Riverine flood,1,"Krishna, Godavari and tributaries",0.6666666666666666,"3 events (3 floods) from 2007 to 2009, total damages: 2715545.0 ('000 US$)",0.036023673709810564
14_79,14,79,1,2000,2000,272229.0,Andhra Pradesh,Cuddapah,8.0,272229.0,179.0,252016.0,,Flash flood,0,Godavari,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 272229.0 ('000 US$)",0.0027222035595839376
15_-15,15,-15,1,2000,2000,,Louga,Linguere region,0.0,,0.0,0.0,,,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0
15_-16,15,-16,2,1985,1988,,Diourbel," Diourbel, Lac De Guiers",,,0.0,13000.0,,,0,,1.5,"2 events (2 floods) from 1985 to 1988, total damages: 0.0 ('000 US$)",0.016666666666666666
15_-17,15,-17,7,2005,2013,11802.0,Dakar,"Dakar, GuÃÂÃÂ©diawaye, Thies",13.333333333333334,1686.0,42.0,568426.0,117.0,Riverine flood,3,,1.1428571428571428,"7 events (7 floods) from 2005 to 2013, total damages: 11802.0 ('000 US$)",0.06716266738167041
15_-6,15,-6,1,2013,2013,,Segou,Diabaly cercle,3.0,,0.0,11300.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 0.0 ('000 US$)",0.0
15_-84,15,-84,1,1993,1993,108044.0,Gracias A Dios,Gracias A Dios,0.0,108044.0,39.0,67447.0,,Coastal flood,1,,0.0,"1 events (1 floods) from 1993 to 1993, total damages: 108044.0 ('000 US$)",0.00072665525381368
15_-85,15,-85,1,1990,1990,207388.0,Gracias A Dios,Brus Laguna,12.0,207388.0,5.0,48000.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 1990 to 1990, total damages: 207388.0 ('000 US$)",0.0006235802004532001
15_-88,15,-88,5,1988,2017,20306.0,Cortes," La Lima,  Progreso, Cortes, El Progreso, La Lima",4.0,4061.2,56.0,544501.0,,Riverine flood,1,La Pasión and Usumacinta,5.8,"5 events (5 floods) from 1988 to 2017, total damages: 20306.0 ('000 US$)",0.045118308452432726
15_-89,15,-89,2,1999,2003,1627.0,Chiquimula,"Chiquimunda, Copan",0.5,813.5,15.0,6128.0,,,0,Ulua river,2.0,"2 events (2 floods) from 1999 to 2003, total damages: 1627.0 ('000 US$)",0.011281152395058683
15_-9,15,-9,1,2008,2008,,Kayes,Fatao,1.0,,0.0,2500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 0.0 ('000 US$)",0.0
15_-90,15,-90,4,2007,2018,,Guatemala," Guatemala department,  Panzos, El Progreso, Guatemala city",4.333333333333333,,13.0,109070.0,,Riverine flood,0,"Cahabón, Chixoy, Icbolay and Polochic rivers",2.75,"4 events (4 floods) from 2007 to 2018, total damages: 0.0 ('000 US$)",0.05021527455785918
15_-91,15,-91,3,1988,2017,,Quiche," QuichŽ, Chimaltenango, El Quiche",1.3333333333333333,,27.0,24300.0,,Riverine flood,1,La Pasión and Usumacinta,9.666666666666666,"3 events (3 floods) from 1988 to 2017, total damages: 0.0 ('000 US$)",0.03378044203042547
15_-92,15,-92,1,1995,1995,,San Marcos,El Quetzal,0.0,,31.0,7435.0,,,0,,0.0,"1 events (1 floods) from 1995 to 1995, total damages: 0.0 ('000 US$)",0.000513347022587269
15_0,15,0,1,2017,2017,,Sahel,Tin-Akoff commune,,,2.0,882.0,,,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",3.311916274756574e-05
15_100,15,100,7,1986,2017,49190730.0,Ang Thong," Han Ka, Ang Thong, Angthong, central",53.57142857142857,7027247.142857143,1111.0,16475759.0,,Riverine flood,1,"Mae Loa, Mekong River,",4.428571428571429,"7 events (7 floods) from 1986 to 2017, total damages: 49190730.0 ('000 US$)",0.21375047883799717
15_101,15,101,1,2008,2008,20137.0,Lop Buri,Lop Buri,24.0,20137.0,18.0,839573.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 20137.0 ('000 US$)",0.0002538914291750259
15_103,15,103,1,2002,2002,53971.0,Nakhon Ratchasima, Uai Thani,,53971.0,154.0,3289420.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2002 to 2002, total damages: 53971.0 ('000 US$)",0.0018480234608315277
15_104,15,104,1,2004,2004,,Surin,Chom Phra,24.0,,9.0,500000.0,,Riverine flood,0,"Chao Phya, Chi, Mool, Noi, Nakhon Nayok, Mun",0.0,"1 events (1 floods) from 2004 to 2004, total damages: 0.0 ('000 US$)",0.00014903623236404582
15_105,15,105,2,1999,2001,21147.0,Ubon Ratchathani,"Ubol Ratchathani, Ubon Ratchathani",6.0,10573.5,7.0,94700.0,,Flash flood,1,,1.0,"2 events (2 floods) from 1999 to 2001, total damages: 21147.0 ('000 US$)",0.0112463337513411
15_106,15,106,3,1995,2018,,Champasak," Champassak,  Hinlad, Champasak",36.5,,170.0,834500.0,,Flash flood,1,,7.666666666666667,"3 events (3 floods) from 1995 to 2018, total damages: 0.0 ('000 US$)",0.03614846216687642
15_107,15,107,1,2013,2013,70954.0,Attapu,Attepeu,2.0,70954.0,3.0,224176.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 70954.0 ('000 US$)",0.0002275714845177158
15_108,15,108,2,1996,2013,94103.0,Kon Tum,Kon Tum,3.5,47051.5,63.0,224176.0,,Riverine flood,0,,8.5,"2 events (2 floods) from 1996 to 2013, total damages: 94103.0 ('000 US$)",0.012064511097118601
15_120,15,120,1,2012,2012,85365.0,Bataan,Bataan,2.0,85365.0,112.0,4451725.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 2012 to 2012, total damages: 85365.0 ('000 US$)",0.0014703977790146382
15_121,15,121,12,1977,2016,32297.0,Metropolitan Manila,"Bulacan, Manila, Manila and Rizal Province, Marikina city, Metro Manila, Metropolitan Manila, Pampanga, Pampanga Province, Pampanga district ",3.3,2691.4166666666665,286.0,4358738.0,,Coastal flood,4,Marikina river,3.25,"12 events (12 floods) from 1977 to 2016, total damages: 32297.0 ('000 US$)",0.12546808617975058
15_33,15,33,6,1978,2016,495907.0,Al Jazirah,"Al Gezira, Al Jazirah, Al-Jazirah, Gezira province",40.25,82651.16666666667,391.0,1065339.0,,Riverine flood,1,"Gash, Atbara, Siteet",6.333333333333333,"6 events (6 floods) from 1978 to 2016, total damages: 495907.0 ('000 US$)",0.06123122180230653
15_37,15,37,1,2003,2003,,Gash Barka,Teseney,24.0,,0.0,0.0,,Riverine flood,0,"Gash, Atbara, Siteet",0.0,"1 events (1 floods) from 2003 to 2003, total damages: 0.0 ('000 US$)",0.0
15_38,15,38,1,2004,2004,,Gash Barka,Shambiko Sub-zone,0.0,,0.0,7013.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2004 to 2004, total damages: 0.0 ('000 US$)",0.0
15_43,15,43,6,1996,2005,17276.0,Al Hudaydah,"Al Hodeida Governate, Hodeaida, Houdaida, Hudayda, Siham valley Red Sea port Hodeida Ibb Abin Marib Sanaa Lahaj",7.0,2879.3333333333335,148.0,8955.0,,Riverine flood,0,,1.5,"6 events (6 floods) from 1996 to 2005, total damages: 17276.0 ('000 US$)",0.0572367694644144
15_44,15,44,8,1975,2010,63945.0,Dhamar,"Dhamar, Dhamar province, Manakhah, Raima region, Salafiyah, Sana'A'",2.125,7993.125,134.0,55322.0,,Riverine flood,1,,4.375,"8 events (8 floods) from 1975 to 2010, total damages: 63945.0 ('000 US$)",0.07943234289912819
15_5,15,5,1,1998,1998,,Tahoua, Kallo,,,0.0,20000.0,,,1,,0.0,"1 events (1 floods) from 1998 to 1998, total damages: 0.0 ('000 US$)",0.0
15_74,15,74,1,2005,2005,4620417.0,Goa,Goa,12.0,4620417.0,1200.0,20000055.0,,Riverine flood,1,"Ghawanda, Koyna, Kal, Savitira, Karad, Pawana, Mithi, Mitha and Mula",0.0,"1 events (1 floods) from 2005 to 2005, total damages: 4620417.0 ('000 US$)",0.025910984397884106
15_76,15,76,2,1991,1993,,Karnataka,"Karnataka, Karnataka state",5.0,,95.0,10000.0,,Flash flood,0,,1.0,"2 events (2 floods) from 1991 to 1993, total damages: 0.0 ('000 US$)",0.01823982689717604
15_99,15,99,2,1999,2003,36825.0,Kanchanaburi,Kanchanaburi,7.5,18412.5,13.0,173000.0,,Coastal flood,0,Chao Phya River,2.0,"2 events (2 floods) from 1999 to 2003, total damages: 36825.0 ('000 US$)",0.01135554130121871
16_-10,16,-10,1,2007,2007,,Hodh El Gharbi,Tintane,29.0,,2.0,53620.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",3.311916274756574e-05
16_-13,16,-13,1,2007,2007,,Gorgol,Maghama town,3.0,,1.0,500.0,,Riverine flood,0,Senegal river and tributaries,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",1.655958137378287e-05
16_-15,16,-15,3,1966,2010,417.0,Saint-Louis,"Saint Louis, Saint-Louis, Saint-Louis region",0.3333333333333333,139.0,0.0,99891.0,,Coastal flood,1,,14.666666666666666,"3 events (3 floods) from 1966 to 2010, total damages: 417.0 ('000 US$)",0.0222233514045443
16_-16,16,-16,2,2002,2016,61732.0,Saint-Louis,"Dagana, Mbane",3.0,30866.0,33.0,189646.0,,Riverine flood,1,,7.0,"2 events (2 floods) from 2002 to 2016, total damages: 61732.0 ('000 US$)",0.011644599176079658
16_-6,16,-6,1,1985,1985,,Hodh Ech Chargui, Bassiknou,,,0.0,6900.0,,,0,,0.0,"1 events (1 floods) from 1985 to 1985, total damages: 0.0 ('000 US$)",0.0
16_-86,16,-86,1,1994,1994,,Colon, Colon departments,,,150.0,15000.0,,,0,,0.0,"1 events (1 floods) from 1994 to 1994, total damages: 0.0 ('000 US$)",0.0024839372060674308
16_-87,16,-87,8,1993,2014,1743351.0,Atlantida,"Atlantida, Ceiba city region, La Ceiba",22.142857142857142,217918.875,531.0,704424.0,,Riverine flood,2,"Aguan, Tocoa, Lean, Cerro Azul",2.625,"8 events (8 floods) from 1993 to 2014, total damages: 1743351.0 ('000 US$)",0.08841791687649997
16_-88,16,-88,1,2017,2017,,Cortes, Omoa-Cuyamel ,14.0,,7.0,400.0,,,0,"Uchapa, Aguan, Pires",0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.0001159170696164801
16_-89,16,-89,1,2015,2015,,Izabal,Livingston,0.0,,6.0,8291.0,,,0,,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 0.0 ('000 US$)",9.935748824269723e-05
16_-90,16,-90,6,2000,2011,1553980.0,Alta Verapaz,"Alta Verapaz, Alta Verapraz, Teleman",23.666666666666668,258996.66666666666,182.0,597180.0,,Riverine flood,0,Concepcion river,1.8333333333333333,"6 events (6 floods) from 2000 to 2011, total damages: 1553980.0 ('000 US$)",0.06182381655582207
16_-92,16,-92,10,1987,2016,4654746.0,Chiapas," Chiapas states, Chiapas, Chiapas state, Huehuetenango, Valdivia",8.4,465474.6,978.0,3286575.0,,Riverine flood,2,"Grijalva, Carrizal, Samaria, and Usumacinta",2.9,"10 events (10 floods) from 1987 to 2016, total damages: 4654746.0 ('000 US$)",0.12355425300489119
16_1,16,1,2,1998,2005,,Gao,Ansongo,0.0,,3.0,1909.0,,Riverine flood,0,,3.5,"2 events (2 floods) from 1998 to 2005, total damages: 0.0 ('000 US$)",0.016716345410788015
16_100,16,100,2,1995,2007,249839.0,Nakhon Sawan,Nakhon Sawan,55.0,124919.5,231.0,4281984.0,,Riverine flood,1,"Nam, Chao Phraya",6.0,"2 events (2 floods) from 1995 to 2007, total damages: 249839.0 ('000 US$)",0.014346015128728778
16_101,16,101,1,2000,2000,796.0,Phetchabun,Wang Pong,,796.0,9.0,12500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 796.0 ('000 US$)",0.00010152540867174045
16_105,16,105,1,1980,1980,196302.0,Amnat Charoen,Amnat Charoen,0.0,196302.0,57.0,630000.0,,,0,,0.0,"1 events (1 floods) from 1980 to 1980, total damages: 196302.0 ('000 US$)",0.00116726191326557
16_108,16,108,4,2010,2017,454917.0,Quang Nam," Quang Nam, Nam Hai, Quang Nam",6.5,113729.25,160.0,653659.0,,Riverine flood,0,Cu De River,1.75,"4 events (4 floods) from 2010 to 2017, total damages: 454917.0 ('000 US$)",0.03634648137040989
16_120,16,120,1,2015,2015,,Pangasinan,Pangasinan province,9.0,,4.0,3000.0,,,0,,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 0.0 ('000 US$)",6.623832549513148e-05
16_122,16,122,5,1993,2011,5766.0,Aurora,"Aurora, Aurora province, Central Luzon, Dilasag, III",2.4,1153.2,73.0,845973.0,,Riverine flood,0,,3.6,"5 events (5 floods) from 1993 to 2011, total damages: 5766.0 ('000 US$)",0.04526613343867446
16_13,16,13,3,2001,2018,,Diffa," Diffa , Diffa, Diffa department",17.5,,40.0,165554.0,,Riverine flood,0,Komadougou River,5.666666666666667,"3 events (3 floods) from 2001 to 2018, total damages: 0.0 ('000 US$)",0.033995716588284645
